item_id,domain,b_orig_response,b_perm_response,shift_k,classification
2625,psychology,J,G,7,shifted_content
2626,psychology,G,F,9,shifted_content
2632,psychology,E,F,7,other
2635,psychology,E,F,2,other
2639,psychology,F,E,9,shifted_content
2642,psychology,F,E,9,shifted_content
2644,psychology,E,F,8,other
2645,psychology,F,E,3,other
2646,psychology,F,E,4,other
2647,psychology,E,E,4,same_letter
2649,psychology,E,G,4,other
2650,psychology,F,F,9,same_letter
2651,psychology,E,B,8,other
2652,psychology,H,E,3,other
2653,psychology,E,E,2,same_letter
2654,psychology,H,E,7,shifted_content
2655,psychology,E,E,3,same_letter
2657,psychology,E,E,1,same_letter
2658,psychology,C,E,8,other
2659,psychology,F,F,3,same_letter
2661,psychology,E,E,6,same_letter
2663,psychology,C,H,5,shifted_content
2666,psychology,F,F,7,same_letter
2667,psychology,E,E,6,same_letter
2668,psychology,E,G,2,shifted_content
2671,psychology,E,I,8,other
2672,psychology,E,C,8,shifted_content
2673,psychology,E,E,3,same_letter
2674,psychology,F,C,7,shifted_content
2675,psychology,B,C,1,shifted_content
2677,psychology,E,E,1,same_letter
2678,psychology,F,I,3,shifted_content
2679,psychology,C,C,7,same_letter
2681,psychology,E,G,8,other
2682,psychology,G,C,6,shifted_content
2684,psychology,E,E,7,same_letter
2687,psychology,F,E,3,other
2688,psychology,D,B,8,shifted_content
2692,psychology,B,H,6,shifted_content
2694,psychology,G,F,9,shifted_content
2695,psychology,G,F,4,other
2696,psychology,D,F,2,shifted_content
2699,psychology,E,E,7,same_letter
2702,psychology,G,E,3,other
2703,psychology,F,G,1,shifted_content
2704,psychology,C,F,2,other
2709,psychology,C,G,4,shifted_content
2711,psychology,E,F,5,other
2712,psychology,F,G,2,other
2713,psychology,C,G,3,other
2714,psychology,G,G,6,same_letter
2716,psychology,E,F,1,shifted_content
2718,psychology,F,F,8,same_letter
2719,psychology,D,G,8,other
2724,psychology,D,C,9,shifted_content
2725,psychology,F,C,4,other
2727,psychology,D,E,1,shifted_content
2728,psychology,D,B,2,other
2731,psychology,E,E,2,same_letter
2732,psychology,E,H,5,other
2733,psychology,E,E,1,same_letter
2735,psychology,E,E,1,same_letter
2736,psychology,D,B,8,shifted_content
2737,psychology,F,C,7,shifted_content
2739,psychology,E,E,7,same_letter
2741,psychology,F,E,7,other
2742,psychology,E,E,2,same_letter
2743,psychology,C,G,4,shifted_content
2744,psychology,E,G,2,shifted_content
2745,psychology,F,G,1,shifted_content
2746,psychology,G,F,5,other
2747,psychology,E,F,1,shifted_content
2748,psychology,F,J,4,shifted_content
2749,psychology,E,E,4,same_letter
2750,psychology,B,G,8,other
2751,psychology,G,B,5,shifted_content
2752,psychology,E,J,6,other
2753,psychology,I,D,5,shifted_content
2754,psychology,E,F,7,other
2756,psychology,E,F,7,other
2758,psychology,E,F,8,other
2762,psychology,B,E,3,shifted_content
2763,psychology,E,G,5,other
2765,psychology,C,E,8,other
2766,psychology,E,E,8,same_letter
2768,psychology,E,E,6,same_letter
2769,psychology,E,E,9,same_letter
2770,psychology,E,E,5,same_letter
2775,psychology,E,F,7,other
2778,psychology,F,E,9,shifted_content
2781,psychology,E,E,1,same_letter
2782,psychology,F,F,7,same_letter
2783,psychology,F,C,4,other
2784,psychology,E,F,5,other
2785,psychology,E,G,2,shifted_content
2786,psychology,B,E,3,shifted_content
2787,psychology,G,E,1,other
2788,psychology,F,H,6,other
2789,psychology,G,H,3,other
2790,psychology,G,I,5,other
2792,psychology,E,E,4,same_letter
2794,psychology,F,E,9,shifted_content
2797,psychology,H,F,8,shifted_content
2798,psychology,E,E,2,same_letter
2799,psychology,I,H,9,shifted_content
2800,psychology,C,B,7,other
2802,psychology,G,G,3,same_letter
6827,economics,E,E,6,same_letter
6829,economics,D,G,5,other
6833,economics,G,E,5,other
6834,economics,E,E,4,same_letter
6836,economics,E,E,7,same_letter
6837,economics,E,G,5,other
6839,economics,E,E,6,same_letter
6840,economics,E,E,8,same_letter
6842,economics,J,E,8,other
6843,economics,G,E,8,shifted_content
6844,economics,E,G,3,other
6846,economics,G,E,3,other
6853,economics,E,E,9,same_letter
6854,economics,C,C,5,same_letter
6857,economics,E,D,3,other
6858,economics,J,I,6,other
6859,economics,E,E,5,same_letter
6860,economics,E,D,1,other
6864,economics,E,A,7,other
6865,economics,E,E,5,same_letter
6866,economics,E,G,4,other
6867,economics,C,G,9,other
6869,economics,E,E,5,same_letter
6872,economics,C,E,5,other
6873,economics,I,G,9,other
6875,economics,E,B,1,other
6876,economics,E,E,3,same_letter
6877,economics,E,E,3,same_letter
6878,economics,E,C,8,shifted_content
6879,economics,,,9,other
6880,economics,E,E,5,same_letter
6881,economics,F,F,4,same_letter
6882,economics,J,F,6,shifted_content
6883,economics,E,E,2,same_letter
6887,economics,E,E,6,same_letter
6888,economics,F,E,9,shifted_content
6889,economics,F,E,3,other
6894,economics,B,I,7,shifted_content
6895,economics,E,C,1,other
6896,economics,E,G,1,other
6897,economics,E,G,4,other
6900,economics,C,F,6,other
6905,economics,E,G,4,other
6906,economics,E,E,3,same_letter
6908,economics,E,E,5,same_letter
6909,economics,G,F,8,other
6910,economics,E,F,8,other
6912,economics,D,G,3,shifted_content
6913,economics,F,E,8,other
6917,economics,J,C,2,other
6918,economics,F,G,9,other
6919,economics,H,B,5,other
6921,economics,A,H,7,shifted_content
6923,economics,E,E,9,same_letter
6929,economics,B,G,5,shifted_content
6930,economics,B,E,8,other
6931,economics,J,E,2,other
6932,economics,D,H,4,shifted_content
6933,economics,C,F,5,other
6934,economics,E,G,2,shifted_content
6935,economics,G,E,8,shifted_content
6936,economics,E,E,2,same_letter
6937,economics,G,F,9,shifted_content
6938,economics,J,G,3,other
6939,economics,J,B,4,other
6940,economics,B,E,4,other
6941,economics,G,G,1,same_letter
6944,economics,G,J,8,other
6946,economics,G,F,8,other
6947,economics,I,D,5,shifted_content
6948,economics,B,J,8,shifted_content
6950,economics,E,H,8,other
6951,economics,E,E,1,same_letter
6952,economics,F,E,9,shifted_content
6953,economics,I,E,6,shifted_content
6955,economics,E,E,3,same_letter
6956,economics,G,I,1,other
6958,economics,E,E,2,same_letter
6959,economics,E,E,5,same_letter
6965,economics,F,E,9,shifted_content
6966,economics,E,F,1,shifted_content
6970,economics,E,E,1,same_letter
6971,economics,E,E,2,same_letter
6973,economics,D,A,5,other
6974,economics,E,E,9,same_letter
6975,economics,E,E,2,same_letter
6976,economics,C,E,7,other
6977,economics,E,E,5,same_letter
6978,economics,F,E,8,other
6979,economics,E,E,7,same_letter
6980,economics,G,H,1,shifted_content
6981,economics,B,E,3,shifted_content
6982,economics,E,E,8,same_letter
6984,economics,B,E,9,other
6986,economics,E,E,1,same_letter
6987,economics,E,E,6,same_letter
6988,economics,E,F,4,other
6996,economics,E,G,1,other
6998,economics,C,E,9,other
6999,economics,G,C,5,other
7000,economics,E,E,7,same_letter
7002,economics,C,F,7,other
7003,economics,C,E,5,other
7005,economics,D,B,3,other
7009,economics,D,E,4,other
7012,economics,E,J,6,other
7014,economics,E,E,8,same_letter
7015,economics,E,D,9,shifted_content
7018,economics,E,G,2,shifted_content
7019,economics,F,G,7,other
7020,economics,D,A,7,shifted_content
7021,economics,C,J,7,shifted_content
7022,economics,J,E,5,shifted_content
7023,economics,G,D,7,shifted_content
7026,economics,E,E,6,same_letter
7027,economics,E,E,1,same_letter
7032,economics,B,C,1,shifted_content
7033,economics,F,B,5,other
7034,economics,G,E,3,other
7035,economics,G,E,6,other
7037,economics,F,D,8,shifted_content
7038,economics,E,E,6,same_letter
7040,economics,E,G,4,other
7041,economics,G,E,8,shifted_content
7042,economics,G,F,9,shifted_content
7043,economics,E,E,4,same_letter
7044,economics,G,E,6,other
7050,economics,E,D,8,other
7051,economics,F,E,5,other
7052,economics,F,E,9,shifted_content
7053,economics,C,E,4,other
7054,economics,F,C,2,other
7056,economics,E,E,4,same_letter
7057,economics,D,F,2,shifted_content
7059,economics,E,G,2,shifted_content
7064,economics,G,E,7,other
7065,economics,J,I,9,shifted_content
7066,economics,D,G,3,shifted_content
7068,economics,E,E,8,same_letter
7073,economics,E,E,1,same_letter
7075,economics,A,B,7,other
7076,economics,J,C,3,shifted_content
7077,economics,F,G,7,other
7078,economics,E,G,4,other
7079,economics,F,E,9,shifted_content
7081,economics,E,E,2,same_letter
7082,economics,J,E,1,other
7083,economics,E,F,7,other
7086,economics,F,J,2,other
7087,economics,E,E,7,same_letter
7088,economics,E,E,2,same_letter
7089,economics,H,F,8,shifted_content
7090,economics,J,E,5,shifted_content
7091,economics,E,E,9,same_letter
7092,economics,E,E,4,same_letter
7093,economics,G,F,9,shifted_content
7094,economics,F,G,9,other
7097,economics,F,E,9,shifted_content
7107,economics,E,E,2,same_letter
7108,economics,E,D,4,other
7109,economics,E,E,2,same_letter
7110,economics,E,F,1,shifted_content
7111,economics,F,G,5,other
7112,economics,B,F,4,shifted_content
7114,economics,A,B,2,other
7115,economics,E,E,8,same_letter
7116,economics,G,C,3,other
7119,economics,E,F,6,other
7123,economics,E,E,8,same_letter
7124,economics,G,E,1,other
7126,economics,E,F,6,other
7127,economics,G,H,1,shifted_content
7128,economics,D,E,9,other
7129,economics,E,E,3,same_letter
7133,economics,G,E,2,other
7134,economics,B,E,3,shifted_content
7135,economics,E,E,4,same_letter
7136,economics,E,E,7,same_letter
7137,economics,F,D,8,shifted_content
7138,economics,E,E,7,same_letter
7139,economics,H,I,1,shifted_content
7140,economics,E,C,2,other
7142,economics,C,E,8,other
7146,economics,G,F,9,shifted_content
7147,economics,D,H,4,shifted_content
7148,economics,E,E,4,same_letter
7149,economics,G,E,1,other
7150,economics,E,E,9,same_letter
7153,economics,C,H,5,shifted_content
7158,economics,E,C,7,other
7159,economics,C,G,4,shifted_content
7160,economics,E,E,7,same_letter
7165,economics,F,E,7,other
7167,economics,E,E,9,same_letter
7169,economics,C,E,3,other
7170,economics,G,E,1,other
7172,economics,F,E,4,other
7174,economics,F,B,2,other
7175,economics,E,E,4,same_letter
7176,economics,G,G,2,same_letter
7177,economics,E,G,9,other
7181,economics,F,E,3,other
7182,economics,F,E,9,shifted_content
7183,economics,G,E,8,shifted_content
7186,economics,E,E,6,same_letter
7188,economics,F,J,9,other
7191,economics,D,C,9,shifted_content
7194,economics,E,E,2,same_letter
7196,economics,I,I,9,same_letter
7198,economics,E,E,9,same_letter
7200,economics,F,C,7,shifted_content
7201,economics,E,E,6,same_letter
7203,economics,G,F,9,shifted_content
7204,economics,E,I,8,other
7208,economics,E,E,1,same_letter
7210,economics,E,D,5,other
7211,economics,G,E,5,other
7213,economics,J,E,5,shifted_content
7215,economics,B,A,4,other
7216,economics,C,D,3,other
7217,economics,E,E,7,same_letter
7218,economics,E,G,2,shifted_content
7219,economics,G,I,2,shifted_content
7223,economics,E,D,4,other
7225,economics,B,G,3,other
7228,economics,E,G,3,other
7233,economics,E,E,2,same_letter
7234,economics,E,E,5,same_letter
7235,economics,E,E,8,same_letter
7236,economics,D,E,5,other
7237,economics,C,B,4,other
7238,economics,F,D,8,shifted_content
7239,economics,E,E,5,same_letter
7240,economics,E,C,1,other
7241,economics,E,E,3,same_letter
7243,economics,E,E,5,same_letter
7245,economics,E,G,5,other
7246,economics,E,G,5,other
7248,economics,G,G,9,same_letter
7249,economics,G,E,4,other
7250,economics,F,I,4,other
7251,economics,E,E,8,same_letter
7253,economics,I,E,4,other
7256,economics,H,F,2,other
7258,economics,E,F,9,other
7259,economics,F,G,1,shifted_content
7260,economics,I,I,8,same_letter
7262,economics,D,E,1,shifted_content
7263,economics,E,G,8,other
7264,economics,E,E,2,same_letter
7265,economics,E,E,7,same_letter
7266,economics,G,E,2,other
7267,economics,E,E,3,same_letter
7268,economics,E,E,7,same_letter
7269,economics,C,E,2,shifted_content
7270,economics,E,G,8,other
7271,economics,E,J,2,other
7273,economics,E,E,3,same_letter
7275,economics,E,G,5,other
7277,economics,F,E,8,other
7278,economics,J,E,5,shifted_content
7279,economics,E,G,6,other
7280,economics,F,E,6,other
7282,economics,G,D,8,other
7283,economics,E,I,4,shifted_content
7284,economics,E,E,6,same_letter
7285,economics,E,E,9,same_letter
7286,economics,E,A,3,other
7287,economics,E,E,4,same_letter
7290,economics,F,C,4,other
7291,economics,E,E,3,same_letter
7295,economics,E,E,5,same_letter
7296,economics,B,A,2,other
7297,economics,I,D,5,shifted_content
7298,economics,F,E,4,other
7299,economics,E,E,3,same_letter
7300,economics,H,D,6,shifted_content
7302,economics,E,E,9,same_letter
7304,economics,E,E,8,same_letter
7309,economics,E,E,5,same_letter
7310,economics,E,E,9,same_letter
7313,economics,E,E,1,same_letter
7314,economics,E,E,8,same_letter
7315,economics,E,E,3,same_letter
7317,economics,E,E,2,same_letter
7318,economics,G,E,4,other
7325,economics,A,E,5,other
7326,economics,E,F,2,other
7327,economics,E,E,1,same_letter
7328,economics,E,F,3,other
7329,economics,B,J,8,shifted_content
7331,economics,F,G,1,shifted_content
7339,economics,F,E,6,other
7341,economics,F,G,1,shifted_content
7342,economics,G,F,3,other
7344,economics,E,B,2,other
7345,economics,F,G,4,other
7346,economics,E,E,5,same_letter
7348,economics,E,E,9,same_letter
7351,economics,C,E,6,other
7352,economics,E,E,4,same_letter
7358,economics,G,F,1,other
7359,economics,E,E,8,same_letter
7360,economics,H,I,1,shifted_content
7361,economics,E,E,4,same_letter
7363,economics,G,F,9,shifted_content
7365,economics,G,G,7,same_letter
7366,economics,E,F,2,other
7370,economics,E,E,5,same_letter
7371,economics,F,E,3,other
7372,economics,E,E,9,same_letter
7374,economics,G,G,6,same_letter
7375,economics,E,C,4,other
7376,economics,G,E,1,other
7377,economics,E,E,6,same_letter
7380,economics,C,E,8,other
7383,economics,E,E,8,same_letter
7384,economics,B,E,9,other
7385,economics,E,C,5,other
7386,economics,J,G,3,other
7388,economics,F,G,6,other
7391,economics,A,I,8,shifted_content
7392,economics,B,G,5,shifted_content
7393,economics,E,C,4,other
7394,economics,G,E,3,other
7396,economics,G,H,1,shifted_content
7398,economics,G,D,8,other
7399,economics,I,E,3,other
7400,economics,C,B,9,shifted_content
7402,economics,E,E,1,same_letter
7403,economics,E,D,3,other
7404,economics,F,E,5,other
7405,economics,C,B,9,shifted_content
7406,economics,E,E,2,same_letter
7407,economics,B,G,5,shifted_content
7408,economics,E,C,2,other
7409,economics,C,G,4,shifted_content
7410,economics,C,C,9,same_letter
7411,economics,E,A,6,shifted_content
7412,economics,G,G,3,same_letter
7415,economics,G,D,2,other
7417,economics,F,E,2,other
7418,economics,E,E,9,same_letter
7419,economics,E,E,8,same_letter
7428,economics,E,E,9,same_letter
7429,economics,E,E,7,same_letter
7430,economics,E,G,8,other
7431,economics,E,G,8,other
7433,economics,E,E,3,same_letter
7434,economics,G,I,2,shifted_content
7436,economics,E,E,1,same_letter
7437,economics,F,E,3,other
7439,economics,G,G,4,same_letter
7442,economics,F,G,1,shifted_content
7443,economics,E,E,3,same_letter
7444,economics,C,E,9,other
7445,economics,E,E,6,same_letter
7447,economics,E,E,5,same_letter
7449,economics,E,E,4,same_letter
7450,economics,E,E,3,same_letter
7452,economics,C,D,1,shifted_content
7453,economics,B,F,3,other
7456,economics,C,B,5,other
7459,economics,C,B,9,shifted_content
7460,economics,E,E,3,same_letter
7461,economics,G,H,1,shifted_content
7464,economics,E,E,8,same_letter
7466,economics,I,G,8,shifted_content
7469,economics,G,F,9,shifted_content
7470,economics,E,D,9,shifted_content
7471,economics,F,G,3,other
7473,economics,C,E,2,shifted_content
7474,economics,E,F,3,other
7477,economics,E,J,9,other
7479,economics,E,B,2,other
7483,economics,E,F,4,other
7484,economics,E,C,5,other
7485,economics,C,I,6,shifted_content
7492,economics,E,C,9,other
7493,economics,F,G,1,shifted_content
7494,economics,E,G,1,other
7496,economics,E,E,1,same_letter
7500,economics,E,E,5,same_letter
7501,economics,G,E,8,shifted_content
7502,economics,G,G,1,same_letter
7504,economics,E,I,6,other
7505,economics,E,E,4,same_letter
7508,economics,E,E,7,same_letter
7509,economics,E,E,9,same_letter
7510,economics,E,G,1,other
7512,economics,E,B,9,other
7514,economics,J,B,2,shifted_content
7516,economics,J,E,1,other
7521,economics,H,J,2,shifted_content
7522,economics,E,G,8,other
7523,economics,E,F,3,other
7524,economics,E,E,3,same_letter
7525,economics,G,G,4,same_letter
7526,economics,E,E,8,same_letter
7529,economics,G,B,5,shifted_content
7530,economics,F,C,7,shifted_content
7532,economics,F,C,2,other
7533,economics,E,E,3,same_letter
7534,economics,E,E,8,same_letter
7536,economics,A,E,7,other
7537,economics,A,E,4,shifted_content
7538,economics,E,J,7,other
7539,economics,E,G,6,other
7540,economics,G,E,4,other
7542,economics,E,E,4,same_letter
7543,economics,E,G,6,other
7544,economics,E,E,5,same_letter
7545,economics,B,G,6,other
7546,economics,E,H,7,other
7547,economics,G,E,8,shifted_content
7548,economics,G,E,2,other
7549,economics,E,E,5,same_letter
7550,economics,I,J,1,shifted_content
7551,economics,G,F,3,other
7552,economics,E,E,1,same_letter
7554,economics,E,E,3,same_letter
7556,economics,E,E,2,same_letter
7560,economics,E,E,3,same_letter
7561,economics,E,J,3,other
7562,economics,I,F,7,shifted_content
7564,economics,E,E,2,same_letter
7565,economics,G,B,5,shifted_content
7566,economics,B,C,7,other
7567,economics,E,E,3,same_letter
7568,economics,E,E,5,same_letter
7572,economics,E,E,5,same_letter
7573,economics,F,C,7,shifted_content
7575,economics,C,G,6,other
7580,economics,E,E,8,same_letter
7582,economics,E,E,6,same_letter
7583,economics,F,I,3,shifted_content
7584,economics,E,G,9,other
7586,economics,G,C,6,shifted_content
7590,economics,E,E,2,same_letter
7592,economics,B,F,8,other
7593,economics,G,J,4,other
7594,economics,C,D,1,shifted_content
7596,economics,G,D,7,shifted_content
7599,economics,E,E,5,same_letter
7600,economics,E,F,7,other
7602,economics,E,C,1,other
7603,economics,B,E,3,shifted_content
7604,economics,E,J,6,other
7606,economics,H,E,7,shifted_content
7607,economics,J,E,1,other
7608,economics,B,G,5,shifted_content
7610,economics,E,E,9,same_letter
7611,economics,E,B,7,shifted_content
7613,economics,G,E,3,other
7614,economics,E,E,9,same_letter
7617,economics,I,G,8,shifted_content
7618,economics,E,E,4,same_letter
7619,economics,E,E,5,same_letter
7620,economics,G,H,1,shifted_content
7621,economics,D,F,4,other
7622,economics,J,A,1,shifted_content
7623,economics,E,E,1,same_letter
7626,economics,E,E,2,same_letter
7629,economics,G,D,2,other
7630,economics,E,F,1,shifted_content
7632,economics,E,B,9,other
7634,economics,E,G,9,other
7638,economics,E,B,7,shifted_content
7639,economics,E,E,4,same_letter
7640,economics,E,H,1,other
7641,economics,E,E,7,same_letter
7644,economics,E,E,3,same_letter
7645,economics,G,B,8,other
7646,economics,G,J,3,shifted_content
7648,economics,E,E,4,same_letter
7649,economics,C,E,5,other
7650,economics,E,E,1,same_letter
7651,economics,E,E,7,same_letter
7655,economics,G,I,5,other
7656,economics,E,C,9,other
7657,economics,E,C,4,other
7658,economics,A,E,9,other
7662,economics,F,G,5,other
7664,economics,E,F,3,other
7665,economics,E,G,5,other
7667,economics,G,F,5,other
7669,economics,E,E,3,same_letter
7670,economics,E,E,1,same_letter
7671,economics,J,H,8,shifted_content
7672,economics,H,A,3,shifted_content
7673,economics,E,C,6,other
7674,economics,A,G,6,shifted_content
7675,economics,J,F,2,other
7676,economics,D,F,2,shifted_content
7677,economics,C,G,4,shifted_content
7678,economics,I,G,2,other
7679,economics,H,F,8,shifted_content
7681,economics,F,G,6,other
7684,economics,E,E,4,same_letter
7686,economics,E,E,7,same_letter
9047,physics,E,E,6,same_letter
9048,physics,E,E,7,same_letter
9049,physics,E,E,2,same_letter
9052,physics,G,F,9,shifted_content
9054,physics,B,A,5,other
9055,physics,E,E,7,same_letter
9059,physics,B,G,5,shifted_content
9060,physics,G,E,8,shifted_content
9061,physics,E,E,4,same_letter
9069,physics,E,B,3,other
9070,physics,G,G,3,same_letter
9071,physics,E,E,7,same_letter
9074,physics,E,E,5,same_letter
9082,physics,G,B,6,other
9085,physics,I,G,9,other
9086,physics,F,I,3,shifted_content
9088,physics,E,E,9,same_letter
9089,physics,E,G,3,other
9091,physics,E,E,2,same_letter
9097,physics,G,E,8,shifted_content
9098,physics,F,E,2,other
9100,physics,E,E,2,same_letter
9104,physics,C,D,1,shifted_content
9105,physics,E,E,4,same_letter
9106,physics,E,E,6,same_letter
9107,physics,C,E,4,other
9108,physics,E,E,1,same_letter
9110,physics,F,E,3,other
9111,physics,E,E,1,same_letter
9115,physics,C,D,4,other
9116,physics,E,E,9,same_letter
9117,physics,C,G,7,other
9120,physics,I,D,3,other
9121,physics,E,E,3,same_letter
9123,physics,E,F,1,shifted_content
9129,physics,E,G,5,other
9130,physics,E,E,6,same_letter
9135,physics,E,G,2,shifted_content
9140,physics,E,E,3,same_letter
9141,physics,G,E,4,other
9142,physics,E,F,1,shifted_content
9143,physics,G,E,7,other
9147,physics,E,E,9,same_letter
9149,physics,E,G,8,other
9152,physics,E,I,2,other
9153,physics,E,H,4,other
9156,physics,G,B,1,other
9157,physics,E,E,3,same_letter
9158,physics,E,E,4,same_letter
9161,physics,C,C,7,same_letter
9165,physics,J,F,4,other
9167,physics,E,E,3,same_letter
9169,physics,E,E,5,same_letter
9171,physics,G,E,2,other
9178,physics,B,G,9,other
9179,physics,E,E,4,same_letter
9181,physics,G,E,8,shifted_content
9182,physics,E,E,4,same_letter
9183,physics,E,E,8,same_letter
9185,physics,E,E,3,same_letter
9186,physics,E,E,5,same_letter
9189,physics,E,B,9,other
9190,physics,E,E,7,same_letter
9193,physics,E,F,6,other
9194,physics,E,B,1,other
9199,physics,B,C,9,other
9200,physics,E,F,7,other
9206,physics,E,E,4,same_letter
9207,physics,C,G,4,shifted_content
9209,physics,C,B,8,other
9211,physics,E,E,6,same_letter
9213,physics,B,E,7,other
9214,physics,E,E,5,same_letter
9216,physics,D,C,5,other
9218,physics,G,E,2,other
9223,physics,E,G,3,other
9226,physics,E,F,7,other
9229,physics,E,G,6,other
9230,physics,E,E,4,same_letter
9231,physics,G,E,9,other
9234,physics,E,G,3,other
9237,physics,E,G,7,other
9238,physics,B,E,2,other
9239,physics,E,E,9,same_letter
9241,physics,E,B,4,other
9242,physics,E,G,3,other
9245,physics,E,E,2,same_letter
9246,physics,G,E,6,other
9249,physics,I,E,9,other
9252,physics,C,E,8,other
9255,physics,E,E,7,same_letter
9257,physics,D,B,8,shifted_content
9258,physics,E,E,4,same_letter
9265,physics,E,G,8,other
9267,physics,E,E,6,same_letter
9268,physics,E,E,5,same_letter
9272,physics,E,F,8,other
9273,physics,E,E,6,same_letter
9274,physics,B,E,1,other
9277,physics,E,E,8,same_letter
9278,physics,D,E,5,other
9279,physics,E,F,2,other
9283,physics,G,I,2,shifted_content
9284,physics,E,G,7,other
9290,physics,E,E,8,same_letter
9292,physics,E,E,4,same_letter
9294,physics,E,E,4,same_letter
9297,physics,E,E,2,same_letter
9300,physics,C,E,5,other
9302,physics,F,B,6,shifted_content
9305,physics,J,E,6,other
9306,physics,F,E,8,other
9309,physics,E,E,5,same_letter
9313,physics,C,B,9,shifted_content
9315,physics,E,C,5,other
9321,physics,B,G,4,other
9322,physics,D,E,7,other
9325,physics,E,E,1,same_letter
9326,physics,E,G,7,other
9328,physics,B,E,5,other
9333,physics,E,E,8,same_letter
9338,physics,E,F,2,other
9340,physics,E,D,9,shifted_content
9342,physics,E,E,7,same_letter
9343,physics,E,E,8,same_letter
9346,physics,E,E,7,same_letter
9347,physics,E,E,6,same_letter
9362,physics,D,B,8,shifted_content
9365,physics,E,C,2,other
9367,physics,E,E,2,same_letter
9369,physics,F,C,3,other
9373,physics,E,E,3,same_letter
9374,physics,E,G,2,shifted_content
9376,physics,E,E,9,same_letter
9380,physics,E,E,1,same_letter
9383,physics,E,E,6,same_letter
9385,physics,E,E,9,same_letter
9388,physics,F,E,9,shifted_content
9389,physics,E,G,2,shifted_content
9392,physics,E,E,3,same_letter
9395,physics,E,E,4,same_letter
9396,physics,C,D,5,other
9398,physics,E,E,2,same_letter
9400,physics,C,E,2,shifted_content
9401,physics,E,F,6,other
9402,physics,F,E,2,other
9403,physics,E,G,8,other
9412,physics,E,E,2,same_letter
9414,physics,G,F,9,shifted_content
9416,physics,B,D,2,shifted_content
9422,physics,E,E,1,same_letter
9423,physics,E,E,3,same_letter
9424,physics,E,E,6,same_letter
9427,physics,E,E,5,same_letter
9430,physics,E,G,4,other
9431,physics,E,G,2,shifted_content
9438,physics,C,E,9,other
9440,physics,E,E,9,same_letter
9443,physics,E,E,5,same_letter
9453,physics,E,E,8,same_letter
9454,physics,G,E,7,other
9456,physics,E,E,7,same_letter
9457,physics,G,C,9,other
9459,physics,E,E,8,same_letter
9460,physics,E,G,7,other
9465,physics,E,E,2,same_letter
9471,physics,E,E,8,same_letter
9473,physics,F,F,2,same_letter
9474,physics,E,E,5,same_letter
9475,physics,E,E,4,same_letter
9476,physics,E,E,9,same_letter
9477,physics,G,E,4,other
9479,physics,E,C,5,other
9482,physics,B,A,8,other
9487,physics,E,F,8,other
9488,physics,G,G,7,same_letter
9495,physics,E,E,4,same_letter
9498,physics,E,F,5,other
9499,physics,E,G,6,other
9501,physics,E,E,2,same_letter
9503,physics,E,E,8,same_letter
9504,physics,E,H,9,other
9506,physics,E,E,7,same_letter
9510,physics,D,G,8,other
9512,physics,E,E,6,same_letter
9513,physics,E,E,9,same_letter
9514,physics,E,E,4,same_letter
9515,physics,E,E,5,same_letter
9517,physics,E,E,6,same_letter
9518,physics,E,E,7,same_letter
9519,physics,E,E,8,same_letter
9523,physics,E,G,4,other
9526,physics,E,E,8,same_letter
9531,physics,E,E,9,same_letter
9532,physics,E,E,2,same_letter
9535,physics,E,D,6,other
9536,physics,C,D,1,shifted_content
9540,physics,H,E,4,other
9545,physics,J,I,6,other
9551,physics,E,F,7,other
9557,physics,E,E,7,same_letter
9559,physics,E,E,1,same_letter
9561,physics,F,E,7,other
9563,physics,E,E,7,same_letter
9564,physics,E,E,4,same_letter
9568,physics,C,B,9,shifted_content
9569,physics,B,E,5,other
9571,physics,E,G,3,other
9572,physics,F,F,9,same_letter
9576,physics,E,F,1,shifted_content
9578,physics,D,E,1,shifted_content
9580,physics,G,E,4,other
9582,physics,E,E,9,same_letter
9585,physics,D,B,4,other
9588,physics,E,E,8,same_letter
9589,physics,G,E,3,other
9591,physics,E,G,9,other
9592,physics,E,E,9,same_letter
9594,physics,E,E,2,same_letter
9607,physics,E,E,5,same_letter
9610,physics,G,E,8,shifted_content
9611,physics,G,D,4,other
9613,physics,E,E,4,same_letter
9614,physics,E,F,9,other
9615,physics,E,E,6,same_letter
9618,physics,E,E,7,same_letter
9620,physics,E,G,3,other
9621,physics,E,G,5,other
9622,physics,G,E,4,other
9624,physics,D,G,1,other
9625,physics,E,E,7,same_letter
9627,physics,E,E,3,same_letter
9628,physics,J,E,1,other
9630,physics,E,E,9,same_letter
9636,physics,C,F,3,shifted_content
9637,physics,F,G,2,other
9639,physics,B,E,9,other
9640,physics,G,B,2,other
9642,physics,F,E,7,other
9644,physics,E,C,8,shifted_content
9645,physics,E,E,9,same_letter
9648,physics,E,E,1,same_letter
9649,physics,G,D,3,other
9651,physics,E,E,8,same_letter
9653,physics,E,E,1,same_letter
9659,physics,E,E,9,same_letter
9666,physics,E,E,4,same_letter
9668,physics,F,G,4,other
9669,physics,I,I,4,same_letter
9670,physics,F,E,4,other
9672,physics,E,E,6,same_letter
9673,physics,E,E,3,same_letter
9674,physics,E,E,3,same_letter
9676,physics,A,E,3,other
9677,physics,E,E,3,same_letter
9685,physics,E,B,2,other
9686,physics,E,G,9,other
9687,physics,G,F,9,shifted_content
9688,physics,E,E,6,same_letter
